timestamp,strategy,model,gpu,precision,zero_stage,world_size,batch_size,global_batch_size,max_length,max_steps,learning_rate,total_time_s,average_step_time_s,peak_vram_gb,train_loss,tokens_per_second
2026-08-29T09:43:26,zero0,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,NVIDIA GeForce RTX 5060 Laptop GPU,torch.bfloat16,0,1,1,1,128,20,0.0001,5.162335510000048,0.2581167755000024,3.4152231216430664,6.965542793273926,112.93338041873892
2026-08-29T09:44:08,zero1,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,NVIDIA GeForce RTX 5060 Laptop GPU,torch.bfloat16,1,1,1,1,128,20,0.0001,7.593700584000089,0.37968502920000446,4.2917304039001465,6.92143440246582,76.77416215598225
2026-08-29T09:44:31,zero2,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,NVIDIA GeForce RTX 5060 Laptop GPU,torch.bfloat16,2,1,1,1,128,20,0.0001,7.133014377999871,0.35665071889999356,4.2916579246521,6.9338765144348145,81.73262650333754
2026-08-29T09:45:07,zero3,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,NVIDIA GeForce RTX 5060 Laptop GPU,torch.bfloat16,3,1,1,1,128,20,0.0001,15.526965915999881,0.7763482957999941,4.3438615798950195,6.9078779220581055,37.54758032921571
2026-08-29T11:08:37,zero2_cpu_offload,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,NVIDIA GeForce RTX 5060 Laptop GPU,torch.bfloat16,2,1,1,1,128,20,0.0001,5.436174009999377,0.27180870049996886,4.280346870422363,6.885371208190918,107.24454348363783
